0	0
-1.88229	-0.110607
-3.46456	0.193503
-4.68289	0.792305
0.784773	9.96882
1.56993	8.33778
1.75793	6.76152
1.46926	5.3594
0.836771	4.20898
-0.00820303	3.3491
-0.946519	2.78542
-1.8784	2.49754
-2.72735	2.44663
-3.44128	2.58291
-3.99125	2.85228
-4.36867	3.20185
-4.5813	3.5841
-4.64896	3.95958
-4.59904	4.29845
-4.46253	4.58069
-4.27061	4.79562
-4.05197	4.9406
-3.83099	5.01947
-3.62669	5.04071
-3.45235	5.01567
-3.31573	4.95702
3.07522	7.76127
5.10035	3.73719
3.37252	2.03603
1.46992	0.932785
-0.408459	0.383373
-2.111	0.307438
-3.53539	0.603342
-4.62591	1.16153
-5.3675	1.87548
-5.7777	2.64994
-5.89777	3.40634
-5.78385	4.08551
-5.49883	4.64826
-5.10558	5.07407
2.97821	8.54735
2.97744	6.64358
2.44103	4.99852
1.53602	3.69076
0.422189	2.75277
-0.759668	2.17868
1.85337	7.62514
1.79095	6.08547
1.30621	4.76814
0.536009	3.73264
-0.390109	3.00131
-1.35911	2.56596
-2.28017	2.39549
-3.08716	2.44376
-3.73859	2.65683
-4.21546	2.9793
-4.51769	3.35923
-4.65982	3.75175
2.32864	8.84011
2.52454	7.03452
2.17783	5.43253
1.44127	4.12172
0.465388	3.14533
-0.613591	2.50876
-1.6819	2.18775
-2.65261	2.13719
-3.46677	2.29962
-4.09199	2.61287
-4.51906	3.01635
-4.75744	3.45572
-4.83024	3.88604
-4.76912	4.27338
-4.60975	4.59515
-4.38786	4.83937
-4.13628	5.00331
-3.88282	5.09157
-3.64911	5.11402
-3.4502	5.08379
-3.29479	5.01543
-3.18596	4.92335
-3.12218	4.82067
3.02127	7.723
2.78093	5.92204
4.11615	4.56854
2.79544	2.96347
1.25536	1.85681
-0.325222	1.22748
-1.80485	1.01924
-3.08278	1.15347
1.11418	9.09011
1.59409	7.50845
1.54445	6.03969
1.09018	4.78092
0.361587	3.78956
-0.517828	3.08754
-1.4401	2.6676
-2.3183	2.50052
1.88346	8.22659
1.98501	6.59885
1.61061	5.17059
0.90012	4.0158
-0.0103649	3.1687
-0.999069	2.62998
2.06736	7.5657
1.95057	5.98866
1.4105	4.65059
0.588872	3.60891
-0.381368	2.88316
-1.38516	2.462
-2.33089	2.31118
-3.15269	2.38166
-3.81007	2.61708
1.81251	8.87457
2.1089	7.1739
1.87454	5.64125
1.25007	4.3665
0.376715	3.39746
-0.615708	2.74548
-1.61702	2.39277
-2.54144	2.30059
-3.32918	2.41723
1.75083	8.72699
2.01654	7.05946
4.64126	4.49343
3.20703	2.78706
1.54489	1.61696
-0.154124	0.958717
-1.73949	0.750642
-3.10451	0.90747
0.9841	9.19312
1.51588	7.6251
1.51283	6.1571
1.09717	4.8891
0.397789	3.88156
-0.462102	3.15936
-1.37396	2.71783
-2.24966	2.5299
-3.02419	2.55343
-3.65584	2.73824
-4.12436	3.03208
-4.42776	3.3855
-4.57831	3.75535
-4.5983	4.10695
-4.51582	4.41504
2.68692	8.52273
2.73047	6.68416
2.24893	5.08603
1.40234	3.80718
0.344791	2.88177
-0.787147	2.3066
1.91759	7.58956
4.9087	4.33908
3.38398	2.59687
1.63719	1.41503
-0.134893	0.764608
-1.77827	0.57881
-3.18482	0.767208
-4.29091	1.2287
-5.07252	1.86239
-5.5383	2.57599
-5.7213	3.2916
-5.67072	3.94888
-5.44406	4.50616
-5.10043	4.93963
-4.69527	5.24127
-4.2765	5.41591
-3.88226	5.47791
-3.53992	5.44777
